poi_a,poi_b,name_a,name_b,category_a,category_b,itinerary_category_a,itinerary_category_b,latitude_a,longitude_a,latitude_b,longitude_b,distance_m,name_similarity,same_itinerary_category,decision
HYD000564,HYD004474,FB cakes,S kumar clothes,bakery,clothes,Food,Shopping,17.4736071,78.5699135,17.473735,78.5693707,59.381,0.348,False,Likely Distinct
HYD006242,HYD032592,juice shop,Temple,food_court,place_of_worship,Food,Religion,17.36874762,78.52551740000001,17.3690281,78.525993,59.383,0.25,False,Likely Distinct
HYD004271,HYD004458,Charitha Clothes,Rekha Fashions,clothes,clothes,Shopping,Shopping,17.4781104,78.5606749,17.4783026,78.5601533,59.386,0.4,True,Likely Distinct
HYD004322,HYD008967,Jannat,Taj Mahal Hotel,clothes,hotel,Shopping,Accommodation,17.39125242,78.47646762,17.391654272727273,78.47683546363636,59.392,0.381,False,Likely Distinct
HYD001988,HYD004233,"Sri Balaji Tiffins, Meals & Curry Point",Ayappa Matching Centre,cafe,clothes,Food,Shopping,17.4203544,78.5657599,17.4199198,78.5654352,59.412,0.31,False,Likely Distinct
HYD032100,HYD033250,Kanaka Durga Temple,Bawarchi Resturant,place_of_worship,restaurant,Religion,Food,17.3688036,78.5258281,17.3682736,78.5258939,59.412,0.162,False,Likely Distinct
HYD035361,HYD035689,Suvida Stores,Mango,supermarket,tree,Shopping,Nature & Outdoors,17.3680279,78.5136319,17.3685174,78.513855,59.42,0.222,False,Likely Distinct
HYD008637,HYD008669,Nagarjuna Mens Deluxe hostel,Sai mens hostel,hostel,hostel,Accommodation,Accommodation,17.4463654,78.3901949,17.4465487,78.3907204,59.425,0.605,True,Likely Distinct
HYD032102,HYD032508,Kanaka Durga Temple,Sri Krishna Temple,place_of_worship,place_of_worship,Religion,Religion,17.399312,78.462578,17.3989192,78.4629569,59.426,0.541,True,Likely Distinct
HYD033390,HYD033864,Frenchie,Sri Lakshmi Restaurant,restaurant,restaurant,Food,Food,17.4736979,78.5695148,17.4734875,78.5700291,59.432,0.2,True,Likely Distinct
HYD009426,HYD033663,Sandhya convention,Olive Kitchen,mall,restaurant,Shopping,Food,17.4432684,78.3555478,17.4427579,78.3557117,59.435,0.258,False,Likely Distinct
HYD005867,HYD033544,Khana E Khaas,Kshatriya Foods,fast_food,restaurant,Food,Food,17.4390971,78.3984902,17.4391715,78.397936,59.44,0.429,True,Likely Distinct
HYD000602,HYD006188,Karachi Bakery,Cibo house,bakery,food_court,Food,Food,17.442794,78.3552544,17.4431312,78.3548203,59.453,0.25,True,Likely Distinct
HYD033943,HYD034813,Tiffi Canteen,Alie's optics,restaurant,stationery,Food,Shopping,17.4752534,78.5682569,17.4747253,78.5681734,59.453,0.231,False,Likely Distinct
HYD006036,HYD035369,ClubFit Studio SC,Urban Supermarket,fitness_centre,supermarket,Recreation & Sports,Shopping,17.4560125,78.5053537,17.4557873,78.5048461,59.454,0.294,False,Likely Distinct
HYD005536,HYD033639,Pavan Mobiles,Naga Bhushana Mess,electronics,restaurant,Shopping,Food,17.4736157,78.5698141,17.4739189,78.5702751,59.468,0.452,False,Likely Distinct
HYD001915,HYD034869,JNTU - Canteen,Stationery Shop,cafe,stationery,Food,Shopping,17.49423298,78.39277104,17.4944277,78.3922496,59.472,0.148,False,Likely Distinct
HYD008788,HYD008910,Club Villa,Palm Villa,hotel,hotel,Accommodation,Accommodation,17.389939033333334,78.31720187777779,17.39030012222222,78.3167891111111,59.478,0.7,True,Likely Distinct
HYD001768,HYD005749,Sneha Chicken,Currry Point,butcher,fast_food,Food,Food,17.4198723,78.5167967,17.420248,78.5163985,59.479,0.08,True,Likely Distinct
HYD003737,HYD006871,BR Hitech Theatre,"Manikanta PG, Mens Hostel",cinema,guest_house,Entertainment,Accommodation,17.4443827625,78.38820989999999,17.444725381818184,78.38778011818182,59.483,0.195,False,Likely Distinct
HYD005998,HYD034826,Yuktahar Mess,Kadamb Stationery Shop,fast_food,stationery,Food,Shopping,17.4470191,78.3475321,17.4465886,78.3472003,59.485,0.229,False,Likely Distinct
HYD008878,HYD033937,Meridian Restuarant,The Seventh Heaven Restuarant and Bar,hotel,restaurant,Accommodation,Food,17.4274254,78.4522893,17.4279218,78.452497,59.5,0.5,False,Likely Distinct
HYD001627,HYD005514,UNIVERSAL BO0K DEPOT,Dhanavanthri Studio,books,electronics,Shopping,Shopping,17.47952676,78.55706644,17.4793497,78.5575954,59.537,0.154,True,Likely Distinct
HYD005560,HYD034061,Show me MI Mobiles,midhunam Resturant,electronics,restaurant,Shopping,Food,17.4739652,78.5689303,17.4742826,78.5684789,59.555,0.278,False,Likely Distinct
HYD008568,HYD008660,Ganga Bhavan,Ram Bhavan,hostel,hostel,Accommodation,Accommodation,17.5419204,78.5733472,17.5424554,78.5733472,59.556,0.727,True,Likely Distinct
HYD006162,HYD030877,Bagwathi sweets and khara,Begum bazar chaman,food,park,Food,Nature & Outdoors,17.3706314,78.4695356,17.3707236,78.4700881,59.57,0.279,False,Likely Distinct
HYD000654,HYD002001,Seven Hills Bakery,Swathi Tiffins,bakery,cafe,Food,Food,17.3763121,78.5580303,17.3765194,78.5575132,59.571,0.25,True,Likely Distinct
HYD001626,HYD005780,Telugu academy,Domino's,books,fast_food,Shopping,Food,17.3986766,78.485669,17.3992032,78.4857694,59.583,0.091,False,Likely Distinct
HYD006598,HYD006820,Fwd furniture,Jani Kirana Store,furniture,greengrocer,Shopping,Food,17.4397112,78.3633875,17.4401144,78.3637565,59.586,0.333,False,Likely Distinct
HYD001814,HYD009620,Cafe Coffee Day,marri chenna reddy statue,cafe,memorial,Food,Culture & Heritage,17.4261299,78.4484993,17.4257566,78.4489014,59.587,0.35,False,Likely Distinct
HYD005830,HYD034865,JNTUH Canteen,Stationary Shop,fast_food,stationery,Food,Shopping,17.4942903,78.3928178,17.494457,78.3922846,59.593,0.143,False,Likely Distinct
HYD006198,HYD034865,Food Court,Stationary Shop,food_court,stationery,Food,Shopping,17.4942058,78.3927801,17.494457,78.3922846,59.594,0.16,False,Likely Distinct
HYD033398,HYD034698,Ghar Ka Khaana,Shoe Khazana,restaurant,shoes,Food,Shopping,17.4404308,78.3923717,17.4406949,78.3928601,59.624,0.615,False,Likely Distinct
HYD008916,HYD033493,Pool Villa,Ivy - Pool Side Bar,hotel,restaurant,Accommodation,Food,17.390063544444445,78.31718695555556,17.38957252,78.31696268,59.625,0.519,False,Likely Distinct
HYD005212,HYD006188,Mirrors,Cibo house,cosmetics,food_court,Shopping,Food,17.4427664,78.3552314,17.4431312,78.3548203,59.628,0.353,False,Likely Distinct
HYD009615,HYD033613,YSR Statue,Mehfil Restaurant,memorial,restaurant,Culture & Heritage,Food,17.4266915,78.4526737,17.4271804,78.4524443,59.629,0.37,False,Likely Distinct
HYD033878,HYD035138,Subway,Heritage Fresh,restaurant,supermarket,Food,Shopping,17.404322,78.515251,17.4048217,78.5154533,59.632,0.1,False,Likely Distinct
HYD030979,HYD033204,H.B colony Ground,Annapurna tiffins,park,restaurant,Nature & Outdoors,Food,17.453385185714286,78.56531145714284,17.4536312,78.5658103,59.64,0.118,False,Likely Distinct
HYD001758,HYD033596,Proteins,Mayabazar Restaurant,butcher,restaurant,Food,Food,17.4615066,78.5006139,17.4609913,78.5007677,59.644,0.214,True,Likely Distinct
HYD000594,HYD005996,KS Bakery,Y Royal,bakery,fast_food,Food,Food,17.4621317,78.4750143,17.4624834,78.4745905,59.655,0.25,True,Likely Distinct
HYD008623,HYD031188,Mahalaqa Bai Chanda Hostel,The English and Foreign Languages University (EFLU),hostel,park,Accommodation,Nature & Outdoors,17.42391566,78.5246258,17.424283924999997,78.525033935,59.662,0.32,False,Likely Distinct
HYD004507,HYD006587,Srinivasa mall,Damro furniture,clothes,furniture,Shopping,Shopping,17.4766829,78.5641652,17.4765588,78.5647117,59.664,0.207,True,Likely Distinct
HYD005571,HYD006088,Vijay Stationary and Computers,SD fitness Center,electronics,fitness_centre,Shopping,Recreation & Sports,17.425369,78.4573432,17.4255268,78.4568063,59.667,0.298,False,Likely Distinct
HYD008724,HYD032121,Vigneshwara ladies hostel,Kukatpally Baptist Church,hostel,place_of_worship,Accommodation,Religion,17.4969992,78.3912625,17.49751232,78.39142491999999,59.668,0.12,False,Likely Distinct
HYD009382,HYD033436,Lifestyle,Haveli,mall,restaurant,Shopping,Food,17.4363559,78.4565678,17.4362425,78.457117,59.679,0.267,False,Likely Distinct
HYD005559,HYD033715,Samsung,Pista House,electronics,restaurant,Shopping,Food,17.4793257,78.5579372,17.479428,78.5573856,59.68,0.333,False,Likely Distinct
HYD004415,HYD033210,Neerus Emporio Classic,Aromas of China,clothes,restaurant,Shopping,Food,17.4153845,78.4499209,17.4150666,78.4494682,59.7,0.378,False,Likely Distinct
HYD005354,HYD030958,Sreenivas Kirana and General Store,GHMC Proposed Park,department_store,park,Shopping,Nature & Outdoors,17.5287133,78.3889921,17.52880192,78.38954650000001,59.702,0.192,False,Likely Distinct
HYD008877,HYD009021,Meredian Orchid,Baskin Robbins,hotel,ice_cream,Accommodation,Food,17.4026776,78.4611445,17.4027474,78.4605871,59.708,0.345,False,Likely Distinct
HYD005486,HYD032349,Anchor Electronics,Sai  Baba Temple,electronics,place_of_worship,Shopping,Religion,17.4738968,78.5704479,17.4737191,78.5709784,59.714,0.303,False,Likely Distinct
HYD033560,HYD034733,M R C Chicken Dum Biryani,Decathlon,restaurant,sports,Food,Recreation & Sports,17.4851625,78.3890135,17.4847502,78.3886538,59.716,0.176,False,Likely Distinct
HYD033549,HYD034737,Lassi Bistro,Ramdev Sports,restaurant,sports,Food,Recreation & Sports,17.4417109,78.3884808,17.4412812,78.3881439,59.736,0.24,False,Likely Distinct
HYD000645,HYD034856,S.S.K. Bakers,Sharadha Books & Stationary,bakery,stationery,Food,Shopping,17.4230365,78.5680497,17.4226745,78.5684649,59.737,0.27,False,Likely Distinct
HYD008657,HYD033259,RR Girls PG,Big Dosa,hostel,restaurant,Accommodation,Food,17.4425561,78.3858002,17.4424887,78.3852422,59.737,0.211,False,Likely Distinct
HYD004601,HYD034819,Samrudhi Amrutulya chai and snacks,Born Babies,coffee,stationery,Food,Shopping,17.4758454,78.5679216,17.4753244,78.5677865,59.746,0.044,False,Likely Distinct
HYD004577,HYD005210,global desi,MAC Cosmetics,clothes,cosmetics,Shopping,Shopping,17.4197211,78.448307,17.4191845,78.4483205,59.752,0.25,True,Likely Distinct
HYD005519,HYD033819,IFB Store,Savage Chinese and American Bistroo,electronics,restaurant,Shopping,Food,17.3308429,78.5698684,17.3309905,78.5704094,59.761,0.227,False,Likely Distinct
HYD035241,HYD035354,Ratnadeep,Star Bazar,supermarket,supermarket,Shopping,Shopping,17.4688377,78.4812309,17.4684949,78.481664,59.767,0.316,True,Likely Distinct
HYD000606,HYD006188,Karachi Bakery,Cibo house,bakery,food_court,Food,Food,17.4428697,78.3553118,17.4431312,78.3548203,59.769,0.25,True,Likely Distinct
HYD006187,HYD033272,Chilkur Balaji Food Court,Blue Fox,food_court,restaurant,Food,Food,17.4577733,78.3710193,17.4582743,78.3712218,59.774,0.303,True,Likely Distinct
HYD002050,HYD006245,nio o nine,ram ki bandi,cafe,food_court,Food,Food,17.3601769,78.544075,17.3602585,78.5446313,59.777,0.182,True,Likely Distinct
HYD004419,HYD035367,Nike,United Colors of Benetton,clothes,supermarket,Shopping,Shopping,17.4191943,78.4484167,17.4197297,78.4484606,59.783,0.207,True,Likely Distinct
HYD004419,HYD004577,Nike,global desi,clothes,clothes,Shopping,Shopping,17.4191943,78.4484167,17.4197211,78.448307,59.79,0.133,True,Likely Distinct
HYD000577,HYD033337,HI-King Bakery,Delicious Bakery,bakery,restaurant,Food,Food,17.3524083,78.5071291,17.3529453,78.5071433,59.798,0.6,True,Likely Distinct
HYD032607,HYD033155,Uppal Two Minar Muslim Mosque,AHA Chinese Restaurant,place_of_worship,restaurant,Religion,Food,17.40177262222222,78.56616562222223,17.4012862,78.5659259,59.835,0.235,False,Likely Distinct
HYD000621,HYD005733,MGM Bakery,Chapathi & Curry Point,bakery,fast_food,Food,Food,17.4197715,78.5165633,17.4203025,78.5164758,59.837,0.2,True,Likely Distinct
HYD031645,HYD033501,BB Ground,Juice Canteen,pitch,restaurant,Recreation & Sports,Food,17.447734580000002,78.34810448,17.447934116666662,78.34758128333333,59.842,0.182,False,Likely Distinct
HYD004553,HYD009020,Women’s world,Arun ice cream parlour,clothes,ice_cream,Shopping,Food,17.495087,78.397669,17.495003,78.3971124,59.85,0.286,False,Likely Distinct
HYD009112,HYD032715,Arihant jewellers,laxmi ganapathi temple,jewelry,place_of_worship,Shopping,Religion,17.4076073,78.4944575,17.4076888,78.4950146,59.859,0.462,False,Likely Distinct
HYD001627,HYD004515,UNIVERSAL BO0K DEPOT,Suvidha for women,books,clothes,Shopping,Shopping,17.47952676,78.55706644,17.4793863,78.5576105,59.861,0.108,True,Likely Distinct
HYD004369,HYD034733,Levi's exclusive store,Decathlon,clothes,sports,Shopping,Recreation & Sports,17.4850867,78.3890935,17.4847502,78.3886538,59.867,0.129,False,Likely Distinct
HYD000129,HYD001874,Bajaj Electronics,Coronation Cafe,appliance,cafe,Shopping,Food,17.4060582,78.4646836,17.4059762,78.4652407,59.868,0.375,False,Likely Distinct
HYD004416,HYD009051,Neeru’s Emporium,Naturals,clothes,ice_cream,Shopping,Food,17.4388091,78.3997171,17.438569,78.3992127,59.868,0.25,False,Likely Distinct
HYD004393,HYD004419,Marks & Spencers,Nike,clothes,clothes,Shopping,Shopping,17.4188529,78.4488523,17.4191943,78.4484167,59.872,0.222,True,Likely Distinct
HYD032150,HYD034855,Mahankali Temple,Saraswathi book Store,place_of_worship,stationery,Religion,Shopping,17.5303791,78.2650489,17.5309108,78.2651341,59.877,0.324,False,Likely Distinct
HYD033673,HYD033832,Oven Italia,Shree Santhosh Family Dhaba,restaurant,restaurant,Food,Food,17.4416678,78.3912208,17.4416446,78.3906575,59.882,0.263,True,Likely Distinct
HYD005054,HYD034786,New Balaji Sweet House,mythri cricket club,confectionery,sports_centre,Food,Recreation & Sports,17.5307372,78.2651318,17.53061637142857,78.26458225714286,59.895,0.293,False,Likely Distinct
HYD009121,HYD009614,Emmadi Silver Jewelry,Vivekananda Statue,jewelry,memorial,Shopping,Culture & Heritage,17.4913295,78.4075692,17.4907914,78.4075587,59.912,0.308,False,Likely Distinct
HYD008657,HYD032327,RR Girls PG,Ramalayam Gudi,hostel,place_of_worship,Accommodation,Religion,17.4425561,78.3858002,17.4429257,78.3862103,59.916,0.32,False,Likely Distinct
HYD009009,HYD033597,swagath grand,Maythri Hotel,hotel,restaurant,Accommodation,Food,17.4767261,78.5638259,17.4766113,78.5643771,59.92,0.308,False,Likely Distinct
HYD001835,HYD004333,Cafe Coffee Day,Jockeys,cafe,clothes,Food,Shopping,17.4265089,78.4575557,17.4260155,78.45733,59.928,0.273,False,Likely Distinct
HYD009151,HYD033937,Mangatrai Jewelers,The Seventh Heaven Restuarant and Bar,jewelry,restaurant,Shopping,Food,17.4273838,78.452517,17.4279218,78.452497,59.928,0.145,False,Likely Distinct
HYD004235,HYD004409,Babyhug Kids store,Narsingh,clothes,clothes,Shopping,Shopping,17.4767059,78.5642416,17.4765391,78.5647781,59.929,0.154,True,Likely Distinct
HYD005679,HYD033768,Ana Canteen,Renuka Food Panzer Chicken Food Court,fast_food,restaurant,Food,Food,17.4213475,78.5650003,17.4208591,78.5647626,59.944,0.25,True,Likely Distinct
HYD031862,HYD032046,Bhulaxmi mata temple begum bazar,Hanuman temple,place_of_worship,place_of_worship,Religion,Religion,17.3712842,78.4691051,17.3708694,78.4694653,59.964,0.478,True,Likely Distinct
HYD005198,HYD034697,Dr. Batra's,STEP-IN,cosmetics,shoes,Shopping,Shopping,17.4827938,78.4137537,17.482949,78.413213,59.969,0.118,True,Likely Distinct
HYD008652,HYD008653,Padmaraga Women's Hostel,Paradise Womens Hostel,hostel,hostel,Accommodation,Accommodation,17.4428813,78.3856603,17.4424206,78.3859533,59.988,0.783,True,Likely Distinct
HYD000184,HYD005175,Iqbal Minar,Taramandal Complex,artwork,convenience,Culture & Heritage,Shopping,17.4067575,78.4675413,17.40692864,78.46807687999998,59.988,0.276,False,Likely Distinct
HYD009344,HYD009364,BIBA,Dmart Uppal,mall,mall,Shopping,Shopping,17.3997763,78.5551043,17.4002948,78.5549504,59.989,0.133,True,Likely Distinct
HYD008840,HYD008972,Hotel Venkateswara,The Central Court,hotel,hotel,Accommodation,Accommodation,17.40484468,78.4648372,17.404389914285716,78.46514025714285,59.99,0.286,True,Likely Distinct
HYD004367,HYD004485,Levi's,Satya Paul,clothes,clothes,Shopping,Shopping,17.4189423,78.448856,17.4194448,78.4486518,59.995,0.125,True,Likely Distinct
HYD008598,HYD009357,KL reddy boys hostel,Chennai shopping mall,hostel,mall,Accommodation,Shopping,17.3942905,78.4359597,17.3948182,78.4360746,59.998,0.244,False,Likely Distinct
HYD005693,HYD033925,Brickwood,The Burrito Bowl,fast_food,restaurant,Food,Food,17.4412498,78.3885797,17.4414119,78.3880408,60.012,0.32,True,Likely Distinct
HYD003728,HYD033910,Arjun Theatre,Tabla Restaurant,cinema,restaurant,Entertainment,Food,17.4969319,78.3969152,17.4964545,78.3971777,60.013,0.276,False,Likely Distinct
HYD031710,HYD034779,JNTU Basketball Ground,Sports Complex,pitch,sports_centre,Recreation & Sports,Recreation & Sports,17.4911159,78.3904076,17.4910997,78.3909724,60.013,0.167,True,Likely Distinct
HYD009345,HYD033337,Big Bazaar,Delicious Bakery,mall,restaurant,Shopping,Food,17.3524426,78.5073475,17.3529453,78.5071433,60.016,0.385,False,Likely Distinct
HYD005953,HYD035198,Sri sai bakery and fastfood,More,fast_food,supermarket,Food,Shopping,17.3308801,78.6077872,17.3303488,78.6076909,60.022,0.129,False,Likely Distinct
HYD033832,HYD033871,Shree Santhosh Family Dhaba,Sri Sai Venkateshwara Hotel,restaurant,restaurant,Food,Food,17.4416446,78.3906575,17.4415454,78.3912131,60.033,0.37,True,Likely Distinct
HYD005524,HYD033585,Naveen Glass House,Mandi,electronics,restaurant,Shopping,Food,17.4766086,78.5675139,17.4764234,78.566983,60.036,0.087,False,Likely Distinct
HYD001748,HYD030958,MK Chicken Centre,GHMC Proposed Park,butcher,park,Food,Nature & Outdoors,17.5287874,78.3889814,17.52880192,78.38954650000001,60.039,0.114,False,Likely Distinct
HYD004468,HYD005966,Reliance Trends,Subway,clothes,fast_food,Shopping,Food,17.36806686,78.5396217,17.3679097,78.5401625,60.042,0.095,False,Likely Distinct
HYD004255,HYD033926,Brand Factory,The Chocolate Room,clothes,restaurant,Shopping,Food,17.3693704,78.4287607,17.3699047,78.428839,60.057,0.129,False,Likely Distinct
HYD031086,HYD031885,PPZ Park,College,park,place_of_worship,Nature & Outdoors,Religion,17.54128044,78.3664843,17.5407573,78.36634578571429,60.065,0.0,False,Likely Distinct
HYD008728,HYD033767,Yuva boys hostel,Reddy's tiffin center,hostel,restaurant,Accommodation,Food,17.3945897,78.4357664,17.3944178,78.4352303,60.067,0.324,False,Likely Distinct
HYD008559,HYD033508,Brundavan Women PG,Kafe Tirupati,hostel,restaurant,Accommodation,Food,17.4420022,78.3910416,17.441612,78.3914323,60.072,0.194,False,Likely Distinct
HYD005872,HYD005877,Kwality Tiffins,Maggi Point,fast_food,fast_food,Food,Food,17.492134,78.3968283,17.4924407,78.3963628,60.083,0.385,True,Likely Distinct
HYD001734,HYD005610,Chicken Shop,Mahoob Function Hall,butcher,events_venue,Food,Entertainment,17.4557577,78.4089518,17.4562952,78.4089003,60.084,0.312,False,Likely Distinct
HYD004303,HYD009149,GAS,Mangatrai,clothes,jewelry,Shopping,Shopping,17.4340623,78.4050323,17.4338372,78.4055465,60.086,0.333,True,Likely Distinct
HYD004214,HYD034698,4ME,Shoe Khazana,clothes,shoes,Shopping,Shopping,17.4403628,78.3924141,17.4406949,78.3928601,60.087,0.133,True,Likely Distinct
HYD004510,HYD035157,Suits Studio,Hometown,clothes,supermarket,Shopping,Shopping,17.4265912,78.453174,17.4271176,78.4530481,60.105,0.2,True,Likely Distinct
HYD005686,HYD033172,Bajrang char Bhandar,Aishwarya,fast_food,restaurant,Food,Food,17.5226125,78.4433847,17.5227224,78.4439388,60.107,0.345,True,Likely Distinct
HYD005636,HYD032494,Udaya Laxmi AC convention hall,Sri Hanuman Devalayam,events_venue,place_of_worship,Entertainment,Religion,17.5057038,78.6893357,17.5059472,78.6888305,60.109,0.235,False,Likely Distinct
HYD033444,HYD033871,Hitech Bawarchi,Sri Sai Venkateshwara Hotel,restaurant,restaurant,Food,Food,17.4411978,78.3916463,17.4415454,78.3912131,60.117,0.381,True,Likely Distinct
HYD033293,HYD033615,California Burrito - Next Galleria Mall,Melbourne Fried chicken,restaurant,restaurant,Food,Food,17.4287289,78.4502863,17.429158,78.4499426,60.118,0.3,True,Likely Distinct
